f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,-0.23938386,-0.19539165,-0.018213004,-0.42018914,-0.5059232,-0.031099468,-0.5622553,-0.71396095,-0.06530406,-0.7282543,-0.84922224,-0.09897683,-0.2505561,-0.969905,0.11982114,-0.34002665,-1.2507542,0.06610785,-0.43829316,-1.3788584,-0.013051613,-0.55206835,-1.466255,-0.07492424,-0.14613764,-0.9868035,0.0697333,-0.23604555,-1.3137863,0.0040245433,-0.35494292,-1.4300694,-0.083461024,-0.4916827,-1.4673599,-0.14281704,-0.03315603,-0.9544947,0.0004048003,-0.105142914,-1.3044907,-0.069713525,-0.23953076,-1.4164125,-0.1285095,-0.38704374,-1.4459903,-0.16109577,0.09026105,-0.88317215,-0.075415365,0.018827938,-1.1989641,-0.13953131,-0.10755528,-1.3329734,-0.1768997,-0.24704823,-1.394189,-0.19838975,C
0.0,0.0,0.0,-0.23666129,-0.19476487,-0.021297619,-0.40921664,-0.5056033,-0.03647935,-0.54184055,-0.7193844,-0.07229151,-0.7016349,-0.8694486,-0.10650647,-0.22002175,-0.9792174,0.12272289,-0.303669,-1.2642375,0.07450499,-0.39717907,-1.3924836,-0.0017747547,-0.5044291,-1.4801272,-0.062040105,-0.11268844,-0.9908729,0.07397396,-0.19921142,-1.3117701,0.015052493,-0.31289816,-1.4337893,-0.06906331,-0.446078,-1.4824332,-0.12784413,0.00082047534,-0.95239055,0.0050403043,-0.06859931,-1.2960442,-0.061851144,-0.19887425,-1.4161386,-0.120039225,-0.3437601,-1.459105,-0.15364224,0.12483455,-0.8796956,-0.07074643,0.05871406,-1.1969687,-0.1333318,-0.06131798,-1.3370504,-0.17016852,-0.195127,-1.4108698,-0.19215333,C
0.0,0.0,0.0,-0.22429213,-0.2318354,-0.013414752,-0.36939403,-0.5537603,-0.026301624,-0.48955068,-0.78065753,-0.06087071,-0.6352905,-0.950292,-0.094375126,-0.14596756,-0.99376214,0.12323277,-0.2033394,-1.2785617,0.07379503,-0.2897186,-1.4181714,-0.0028506548,-0.39668322,-1.5215322,-0.06359876,-0.0445516,-0.9964397,0.071575716,-0.0958712,-1.3278911,0.011258721,-0.20450313,-1.4635152,-0.072390676,-0.34044534,-1.5272887,-0.13019189,0.05862483,-0.94668925,0.0012653193,0.034056604,-1.304639,-0.062256876,-0.08679493,-1.445195,-0.11902248,-0.23245633,-1.5065488,-0.1521751,0.16689165,-0.85686684,-0.075403914,0.14060938,-1.1811051,-0.13516359,0.034970347,-1.3385223,-0.1710351,-0.09451115,-1.4235352,-0.19219603,C
0.0,0.0,0.0,-0.2276306,-0.24804547,-0.025913814,-0.37197873,-0.5711263,-0.04847781,-0.49442798,-0.81007844,-0.09005275,-0.63806856,-0.9893508,-0.12991114,-0.12157549,-1.0007243,0.10811577,-0.17456079,-1.2973256,0.055620734,-0.25754094,-1.4469199,-0.024887422,-0.3610687,-1.5621858,-0.089139864,-0.016225379,-0.99796546,0.061657317,-0.06175025,-1.3371274,-0.0028142992,-0.16917625,-1.4840993,-0.09012971,-0.30332163,-1.5575955,-0.1507145,0.087296985,-0.9410757,-0.0035848494,0.07015589,-1.2981834,-0.06537313,-0.039742734,-1.448899,-0.12046618,-0.17676543,-1.5193937,-0.1540078,0.19724013,-0.8390789,-0.0766457,0.19075128,-1.1571157,-0.13222016,0.09774958,-1.3233243,-0.16503307,-0.023980176,-1.4172826,-0.18494056,C
0.0,0.0,0.0,-0.2241308,-0.253258,-0.03255807,-0.36161005,-0.6018048,-0.058969583,-0.4650143,-0.8628768,-0.10140726,-0.5985703,-1.046297,-0.14382847,-0.09688258,-1.0145675,0.07502827,-0.1294303,-1.3255591,0.006195376,-0.20065424,-1.4872332,-0.08104267,-0.29804102,-1.6096318,-0.14751795,0.020043157,-0.99938846,0.028652286,0.003406739,-1.3539886,-0.056051724,-0.09092636,-1.5126116,-0.15143658,-0.22283788,-1.5969946,-0.21440387,0.13076364,-0.93059874,-0.035473645,0.14157362,-1.295834,-0.11586578,0.041697983,-1.4691981,-0.1813405,-0.092930324,-1.5566014,-0.21878877,0.24157055,-0.8141542,-0.106201775,0.24655321,-1.1383582,-0.17821841,0.16670227,-1.33175,-0.22217675,0.05375253,-1.4567938,-0.24787505,C
0.0,0.0,0.0,-0.19735923,-0.29659814,-0.04356144,-0.3036768,-0.6744598,-0.067548245,-0.3934464,-0.95111316,-0.1052922,-0.50683904,-1.1677752,-0.14030185,-0.02111409,-1.0214744,0.06702784,-0.022558963,-1.3576288,-0.0016017937,-0.084669486,-1.5333372,-0.084210895,-0.16993527,-1.6720268,-0.14524893,0.10075783,-0.994499,0.028627135,0.120811746,-1.3804682,-0.048146956,0.028087102,-1.5620447,-0.13160846,-0.097450875,-1.6759413,-0.18665975,0.2140436,-0.9154745,-0.028533002,0.26091823,-1.3165593,-0.10007395,0.16225398,-1.4991585,-0.15068209,0.03010902,-1.5949798,-0.17865293,0.32783446,-0.78869826,-0.09408932,0.3685353,-1.1288562,-0.15395305,0.29502383,-1.31229,-0.18277363,0.18164897,-1.418749,-0.19819665,C
0.0,0.0,0.0,-0.2052447,-0.29773375,-0.051242385,-0.303086,-0.68041784,-0.082316376,-0.36833176,-0.9719366,-0.12821071,-0.4708793,-1.2066437,-0.17206879,-0.0011906796,-1.0072358,0.05508097,0.0019860952,-1.3393432,-0.02296241,-0.05248796,-1.5226868,-0.112237126,-0.12811597,-1.6699383,-0.17670785,0.12223863,-0.9923597,0.016732074,0.13743247,-1.3757471,-0.067229025,0.053773634,-1.5720501,-0.15522401,-0.05747305,-1.7028809,-0.21312648,0.23625705,-0.92458415,-0.041910198,0.27874213,-1.3307118,-0.12230456,0.18804522,-1.537537,-0.18036716,0.0659752,-1.6588633,-0.21123117,0.34773436,-0.80944806,-0.109584674,0.39229503,-1.1693699,-0.17787845,0.32093826,-1.3839638,-0.21295135,0.20769815,-1.5227702,-0.23120773,C
0.0,0.0,0.0,-0.17709355,-0.31082878,-0.045370776,-0.2540156,-0.6860052,-0.07972941,-0.31022358,-0.97908986,-0.12793805,-0.40103567,-1.2210643,-0.17278017,0.0704437,-0.9997941,0.054246403,0.078486286,-1.3080932,-0.020382077,0.018550392,-1.4793308,-0.10821682,-0.062121656,-1.6243955,-0.1729892,0.18496495,-0.9826129,0.01612132,0.20139733,-1.346731,-0.055907473,0.11840615,-1.5422461,-0.1327457,0.009589586,-1.6795743,-0.18685746,0.28508776,-0.90322125,-0.04123582,0.33504272,-1.2781354,-0.10737445,0.25344217,-1.4801041,-0.15158607,0.13973358,-1.6125282,-0.17790966,0.37200952,-0.76897156,-0.10774957,0.43257904,-1.0930634,-0.16229361,0.3818583,-1.3034536,-0.18786445,0.28797188,-1.4606906,-0.20206799,C
0.0,0.0,0.0,-0.15134571,-0.34164855,-0.025995366,-0.19887932,-0.7395827,-0.04696534,-0.24155934,-1.0352111,-0.086211696,-0.31829375,-1.2779766,-0.122894995,0.1275724,-1.00052,0.08356241,0.1547543,-1.3036225,0.014808618,0.10346966,-1.4844221,-0.069838285,0.028239448,-1.6343716,-0.13156739,0.23521192,-0.97122353,0.037418075,0.27293476,-1.3286451,-0.027199263,0.20024264,-1.5292312,-0.10087518,0.09720275,-1.6810813,-0.15215136,0.32637092,-0.8824369,-0.027737223,0.39559883,-1.2529048,-0.08925276,0.32775524,-1.4627728,-0.12946664,0.22203107,-1.6127113,-0.15248714,0.40145344,-0.74483114,-0.100980386,0.4778448,-1.0583298,-0.15054569,0.4457738,-1.2703023,-0.17087284,0.3675651,-1.4378021,-0.18151385,C
0.0,0.0,0.0,-0.16234322,-0.34813398,-0.031569816,-0.20123263,-0.7339985,-0.057366475,-0.24363321,-1.0463027,-0.101927094,-0.3273548,-1.3012245,-0.14435674,0.15518005,-0.9725917,0.07964612,0.16188814,-1.2951412,0.017256983,0.112875104,-1.4931242,-0.06211658,0.050298933,-1.6580324,-0.12212754,0.26427004,-0.96377087,0.036153596,0.28028628,-1.3392787,-0.021897644,0.20186144,-1.5558964,-0.08945179,0.10135827,-1.7156132,-0.13737364,0.352547,-0.8948138,-0.026587684,0.39965823,-1.2778082,-0.079721384,0.3218791,-1.5047957,-0.11434649,0.21661423,-1.6718714,-0.1350536,0.41726142,-0.7757825,-0.098890886,0.48661578,-1.098819,-0.14275731,0.45041376,-1.325695,-0.16064392,0.37398788,-1.5086049,-0.17008673,C
0.0,0.0,0.0,-0.17467768,-0.34317663,-0.005700429,-0.23988016,-0.743402,-0.031416792,-0.30567583,-1.0382589,-0.08357013,-0.39652246,-1.2907624,-0.13544585,0.14087449,-0.9903726,0.08969948,0.13718309,-1.3345791,0.010067488,0.05300129,-1.533223,-0.07874995,-0.04020037,-1.6755729,-0.13953635,0.2470523,-0.96869344,0.024458554,0.2541239,-1.3942883,-0.05117074,0.13312691,-1.6180032,-0.123404756,0.004242904,-1.7612057,-0.17048523,0.3312011,-0.8952627,-0.059515156,0.36632574,-1.3347306,-0.12690154,0.2451168,-1.5555339,-0.1575203,0.11515284,-1.6932334,-0.17213322,0.39058805,-0.78428304,-0.15071243,0.44867224,-1.1371546,-0.19837175,0.39539397,-1.3515434,-0.20926835,0.31136373,-1.5095909,-0.21284139,C
0.0,0.0,0.0,-0.20185679,-0.28346017,-0.035240848,-0.29960474,-0.6695532,-0.0598674,-0.39397395,-0.9501689,-0.10336822,-0.51825637,-1.1671312,-0.14347963,0.005316368,-1.0040693,0.08658432,-0.008288893,-1.3360343,0.015398086,-0.09114874,-1.5104784,-0.06913151,-0.19209197,-1.6338629,-0.12751663,0.10722646,-0.99330604,0.042960413,0.09926195,-1.3778027,-0.02717518,-0.010366812,-1.5642195,-0.102905825,-0.14130121,-1.6801991,-0.15127885,0.20142087,-0.9401701,-0.02132192,0.21633716,-1.3400464,-0.08780067,0.09825552,-1.5258677,-0.12830918,-0.03809209,-1.6358068,-0.14730388,0.28521222,-0.8479734,-0.09437964,0.28813466,-1.2092922,-0.14385611,0.19226615,-1.3871151,-0.15819994,0.07381666,-1.4942718,-0.16216601,C
0.0,0.0,0.0,-0.22663872,-0.25314072,-0.02592672,-0.37802723,-0.5864035,-0.05047194,-0.5137659,-0.821687,-0.09526219,-0.65776134,-1.0097096,-0.13689269,-0.11904676,-0.99756134,0.101517856,-0.17347279,-1.3125724,0.034094367,-0.27101588,-1.4654123,-0.05337201,-0.3877507,-1.5681955,-0.11607762,-0.019529711,-0.99838847,0.0532824,-0.06584259,-1.3578367,-0.018132634,-0.18940894,-1.5201358,-0.10189203,-0.3357642,-1.6031028,-0.15766063,0.07905145,-0.95297056,-0.015291968,0.061944537,-1.3324418,-0.081335336,-0.065579034,-1.4955972,-0.13036403,-0.20891087,-1.5705429,-0.156952,0.17488231,-0.8703109,-0.09190426,0.1495239,-1.2060518,-0.14416619,0.043719456,-1.3734505,-0.1680383,-0.07866418,-1.4644027,-0.17980506,C
0.0,0.0,0.0,-0.24185921,-0.23221196,-0.030716937,-0.41063213,-0.53306526,-0.06251124,-0.5553064,-0.748064,-0.11365804,-0.7143971,-0.9186529,-0.16294523,-0.18277636,-0.98815995,0.09145513,-0.26662138,-1.288098,0.021926016,-0.36925033,-1.4218236,-0.06903354,-0.48872957,-1.5144582,-0.13543817,-0.0745342,-0.99629325,0.042946033,-0.14990938,-1.3393483,-0.030865323,-0.2771312,-1.4782233,-0.11970711,-0.426354,-1.5386435,-0.1793439,0.03571388,-0.9526359,-0.025488941,-0.013248188,-1.3157599,-0.094145395,-0.1453988,-1.4675113,-0.14608085,-0.29760858,-1.5348036,-0.17467579,0.14766061,-0.86628926,-0.102153905,0.097587384,-1.19349,-0.16020207,-0.016119692,-1.359237,-0.18779221,-0.15153599,-1.4498845,-0.20173045,C
0.0,0.0,0.0,-0.26061708,-0.1420008,-0.04935579,-0.48416096,-0.39488629,-0.09275854,-0.64964724,-0.5875825,-0.15108845,-0.8334714,-0.7256426,-0.20667057,-0.3563923,-0.9347688,0.064234845,-0.47849274,-1.2390742,-0.014375411,-0.5915812,-1.3535682,-0.110207014,-0.71654797,-1.4145938,-0.17824405,-0.24562983,-0.96904635,0.024802169,-0.37063974,-1.3018566,-0.055479445,-0.4971561,-1.4082158,-0.147416,-0.6320113,-1.4261074,-0.20842382,-0.12468254,-0.95364594,-0.03521703,-0.22790322,-1.3003751,-0.106887095,-0.36284938,-1.4106688,-0.16043152,-0.5044099,-1.4298104,-0.19051664,0.013399782,-0.8956867,-0.10470896,-0.07996375,-1.2047093,-0.16558126,-0.21023446,-1.3317459,-0.19638051,-0.35063183,-1.380678,-0.21265619,C
0.0,0.0,0.0,-0.27862546,-0.1411219,-0.0518008,-0.50838333,-0.3674446,-0.095547505,-0.6764894,-0.5551292,-0.1537474,-0.8612348,-0.68292147,-0.20795834,-0.40099388,-0.91736853,0.067498915,-0.523165,-1.213382,-0.017254427,-0.63649803,-1.3175161,-0.11886099,-0.76282954,-1.3652868,-0.18997256,-0.28975305,-0.9566303,0.030027285,-0.41347593,-1.2831347,-0.057319313,-0.53884095,-1.3858607,-0.15527727,-0.6716634,-1.3978412,-0.2196742,-0.16635732,-0.9440267,-0.028681047,-0.27039257,-1.2746176,-0.10470264,-0.3980462,-1.3782212,-0.16204982,-0.52999103,-1.3829097,-0.19382557,-0.024799408,-0.8864467,-0.09746166,-0.11129949,-1.1781213,-0.15924531,-0.23729469,-1.2944628,-0.19216008,-0.37272608,-1.3291365,-0.20970324,C
0.0,0.0,0.0,-0.27359045,-0.12932639,-0.06451089,-0.5027803,-0.37571093,-0.11825473,-0.67930984,-0.5692232,-0.18563615,-0.8822645,-0.6795773,-0.24997993,-0.38751417,-0.92116463,0.0588454,-0.5250091,-1.2106961,-0.03498807,-0.6528847,-1.302138,-0.14462495,-0.7862702,-1.3319821,-0.2199659,-0.2795136,-0.95977014,0.02671082,-0.43290955,-1.2600089,-0.062496085,-0.5738805,-1.3462696,-0.16382736,-0.7182601,-1.3608912,-0.23248573,-0.15410778,-0.95136267,-0.028069295,-0.29619572,-1.2607869,-0.11025897,-0.44691154,-1.3516042,-0.16641568,-0.59424645,-1.35915,-0.19746682,-0.00526865,-0.904291,-0.09340739,-0.12979768,-1.1900972,-0.15542956,-0.267252,-1.2874906,-0.18162975,-0.40575626,-1.3108418,-0.1945749,C
0.0,0.0,0.0,-0.28360534,-0.16863437,-0.002851758,-0.4993616,-0.4278897,-0.014145151,-0.6679495,-0.60318726,-0.05558671,-0.8507154,-0.71195984,-0.09536105,-0.38129526,-0.9149502,0.17389013,-0.50614834,-1.1837521,0.11589206,-0.62410766,-1.2768394,0.025154838,-0.7544957,-1.3158164,-0.04218874,-0.28725693,-0.95150286,0.11011737,-0.42161757,-1.256405,0.039146688,-0.56796163,-1.3376486,-0.06417761,-0.7167706,-1.3193727,-0.13184436,-0.18273777,-0.9431602,0.024481196,-0.2974491,-1.2691287,-0.04466442,-0.46047032,-1.3421451,-0.109597586,-0.6152481,-1.313123,-0.14428455,-0.06656877,-0.8973878,-0.067989804,-0.18259221,-1.1891954,-0.122226976,-0.322999,-1.2819332,-0.1530102,-0.45715111,-1.2890846,-0.16911574,C
0.0,0.0,0.0,-0.28117862,-0.18471763,0.042031903,-0.47676378,-0.44574848,0.048077155,-0.64552605,-0.61539716,0.013386448,-0.82155555,-0.7154242,-0.019898487,-0.34285143,-0.91239333,0.22682144,-0.4585457,-1.1894015,0.18440005,-0.59251004,-1.280274,0.104852766,-0.7296367,-1.3112211,0.04591123,-0.2694792,-0.95214343,0.14423531,-0.4075194,-1.2683749,0.09118069,-0.5742448,-1.3491365,0.0022250025,-0.7285309,-1.3197954,-0.055892993,-0.19069415,-0.951444,0.042069532,-0.309171,-1.2721497,0.0035590525,-0.49557048,-1.3489697,-0.044665642,-0.66319907,-1.3225933,-0.07372044,-0.10632821,-0.9108456,-0.065943815,-0.21450382,-1.1831017,-0.08751792,-0.3605248,-1.2838417,-0.103669904,-0.5006251,-1.3015599,-0.114142135,C
0.0,0.0,0.0,-0.3026472,-0.1910949,0.09263916,-0.4844333,-0.4709521,0.12761591,-0.6426053,-0.6463927,0.10848401,-0.82120293,-0.74363524,0.08642078,-0.34052822,-0.89736867,0.30855387,-0.45521772,-1.1644876,0.30314812,-0.5864666,-1.2521595,0.24373642,-0.72346,-1.2922763,0.19231606,-0.2743108,-0.94065535,0.1998026,-0.4119622,-1.2444042,0.18089224,-0.5843409,-1.3238353,0.10020241,-0.74076104,-1.3053769,0.04064446,-0.20597576,-0.94050616,0.07326876,-0.32595026,-1.2509063,0.05335181,-0.5190389,-1.3197783,0.0053665596,-0.6893272,-1.2955252,-0.029169872,-0.1396124,-0.9028695,-0.055312105,-0.25815743,-1.1834315,-0.06375878,-0.41245675,-1.2669108,-0.07247625,-0.55330664,-1.2722307,-0.082448676,C
0.0,0.0,0.0,-0.29148313,-0.17196886,0.064975455,-0.48348713,-0.43410295,0.088376194,-0.6514199,-0.60568386,0.06493779,-0.828608,-0.70592475,0.04108905,-0.36337614,-0.89021295,0.27196556,-0.48109165,-1.1544424,0.2527144,-0.6097486,-1.2480317,0.18530412,-0.74346346,-1.2917304,0.12977035,-0.2952102,-0.93867433,0.17816094,-0.4336468,-1.2408593,0.14686182,-0.5980527,-1.3258175,0.061485842,-0.7504105,-1.3101921,0.00037402165,-0.21753605,-0.94676185,0.06586465,-0.33674818,-1.2552242,0.037666,-0.52100796,-1.3278939,-0.012032946,-0.6867723,-1.3036956,-0.045505583,-0.13225824,-0.91554654,-0.050453916,-0.25155926,-1.189862,-0.0663956,-0.4051591,-1.2798288,-0.07905763,-0.548027,-1.2877651,-0.089483954,C
0.0,0.0,0.0,-0.2963719,-0.1693367,0.026545972,-0.50077736,-0.4202785,0.030189576,-0.6695692,-0.5975417,-0.0043096007,-0.85041666,-0.7048703,-0.038532235,-0.38150495,-0.8931113,0.22892348,-0.5015634,-1.1517202,0.20031255,-0.62459177,-1.2489954,0.124926634,-0.75560474,-1.3019503,0.062123902,-0.30202073,-0.9410502,0.15234204,-0.44353122,-1.226056,0.11235661,-0.5996208,-1.3132473,0.021148,-0.7472074,-1.3170441,-0.044481725,-0.21290593,-0.9432656,0.055368364,-0.34282836,-1.236005,0.017813882,-0.518993,-1.3171077,-0.032828584,-0.68139434,-1.3130443,-0.06651299,-0.113696955,-0.90126616,-0.04839332,-0.23140182,-1.1688929,-0.07335411,-0.37406892,-1.2618369,-0.08724493,-0.5094866,-1.2812798,-0.0974276,C
0.0,0.0,0.0,-0.27833337,-0.17086524,-0.017961025,-0.48732704,-0.42677483,-0.041972976,-0.65371054,-0.61571157,-0.093724325,-0.826798,-0.76496506,-0.14165518,-0.31629547,-0.93008375,0.15263489,-0.42837405,-1.2045299,0.091336794,-0.5531806,-1.3104144,-0.00040038052,-0.681733,-1.3720677,-0.06950854,-0.21928112,-0.9710995,0.09424159,-0.34978324,-1.2863148,0.026528044,-0.5013794,-1.3826296,-0.06873192,-0.6486395,-1.3962579,-0.13330492,-0.116544016,-0.9696736,0.013062416,-0.24231862,-1.3126891,-0.049657654,-0.4126116,-1.3973892,-0.1002523,-0.5636289,-1.3887651,-0.12753363,-0.007507676,-0.93220323,-0.07751952,-0.13180245,-1.2393705,-0.1254585,-0.27960345,-1.3420743,-0.14523832,-0.41510487,-1.3572915,-0.15365916,C
0.0,0.0,0.0,-0.26163316,-0.16221285,-0.053012595,-0.46710494,-0.45937148,-0.08831183,-0.6129681,-0.6880457,-0.13733453,-0.76902026,-0.859962,-0.18214346,-0.32065862,-0.9424435,0.0719917,-0.40873316,-1.2317486,-0.0020259407,-0.5071395,-1.3567854,-0.09118684,-0.6210627,-1.4390118,-0.15615425,-0.20107205,-0.9788872,0.036739733,-0.29919857,-1.3007909,-0.036963813,-0.42159724,-1.4198987,-0.12233827,-0.5629183,-1.4721136,-0.1796134,-0.078890055,-0.9678753,-0.019496828,-0.16728403,-1.3124098,-0.08910091,-0.2995964,-1.4385678,-0.13432007,-0.44844872,-1.4810781,-0.15873967,0.054412797,-0.91136026,-0.08575686,-0.022530995,-1.2177566,-0.14101762,-0.1302613,-1.3575008,-0.16108261,-0.25672624,-1.4216903,-0.16972865,C
0.0,0.0,0.0,-0.2544784,-0.16887349,-0.056891013,-0.44232658,-0.4414788,-0.10168844,-0.588521,-0.6724111,-0.16220613,-0.74929875,-0.8504655,-0.21540083,-0.29651505,-0.93241894,0.09132796,-0.4105527,-1.2322022,0.0017416416,-0.53098357,-1.3169385,-0.10352798,-0.6421643,-1.3260787,-0.170163,-0.19393724,-0.9791104,0.06108325,-0.30936012,-1.3211821,-0.010953323,-0.44143617,-1.4372747,-0.102814615,-0.5791347,-1.464027,-0.16374624,-0.07977577,-0.9822623,0.0059471065,-0.1775645,-1.3348587,-0.053324502,-0.3141861,-1.4646022,-0.10216827,-0.45745102,-1.4937625,-0.13027188,0.04946871,-0.94027996,-0.060825095,-0.026889687,-1.2538834,-0.100918606,-0.13959171,-1.3945899,-0.12041555,-0.26885015,-1.45289,-0.13034642,C
0.0,0.0,0.0,-0.25277755,-0.19273518,-0.029148338,-0.43030953,-0.50277764,-0.047879796,-0.5683378,-0.74731886,-0.08662687,-0.73643947,-0.87582326,-0.12096917,-0.28247643,-0.9390768,0.13104504,-0.37536296,-1.2308925,0.06223765,-0.49008852,-1.3253958,-0.031666923,-0.60300195,-1.3552766,-0.09557877,-0.1826705,-0.97880274,0.09261023,-0.27450505,-1.3067294,0.036531806,-0.39769715,-1.4262908,-0.048326667,-0.52974766,-1.4666991,-0.10657891,-0.070472874,-0.9656551,0.031521384,-0.15206993,-1.3080572,-0.017171433,-0.2795012,-1.4378825,-0.06381009,-0.41519612,-1.4785779,-0.09267634,0.05552714,-0.90580434,-0.039503332,-0.005011969,-1.2096463,-0.07452475,-0.112436496,-1.3493233,-0.09409552,-0.23812883,-1.4164386,-0.10621505,C
0.0,0.0,0.0,-0.26184866,-0.1795702,-0.03180608,-0.44194835,-0.48762146,-0.056022696,-0.5856442,-0.73066765,-0.10052687,-0.7563307,-0.8730246,-0.14000122,-0.28723952,-0.93751186,0.12434831,-0.38689885,-1.2358781,0.0464145,-0.51107544,-1.3264492,-0.053632345,-0.6325643,-1.3419944,-0.119823344,-0.19391212,-0.97738886,0.08431527,-0.29423407,-1.3129457,0.017395196,-0.43067378,-1.4212542,-0.07506001,-0.57325894,-1.4424908,-0.13704996,-0.086264916,-0.9652328,0.021277571,-0.17042775,-1.3213829,-0.03586587,-0.31118423,-1.4480103,-0.08912832,-0.45700267,-1.4763339,-0.12123382,0.035093993,-0.9070725,-0.051397238,-0.026143577,-1.222886,-0.09347857,-0.13946797,-1.3695737,-0.11909781,-0.27079633,-1.4399747,-0.13462897,C
0.0,0.0,0.0,-0.25778714,-0.18466018,-0.020675251,-0.4405322,-0.48135787,-0.040318128,-0.58859044,-0.70778847,-0.083756275,-0.7574712,-0.8590409,-0.12234518,-0.27971172,-0.93373066,0.14285332,-0.3916822,-1.2222918,0.07210258,-0.51573795,-1.2979513,-0.022174185,-0.63489646,-1.3066076,-0.08355263,-0.18391652,-0.9780898,0.09754497,-0.29438198,-1.3172495,0.03899039,-0.4314259,-1.4278708,-0.047312085,-0.57476085,-1.4453815,-0.10468013,-0.0754419,-0.9709897,0.0288761,-0.16695224,-1.3335108,-0.022935923,-0.31117398,-1.4555899,-0.071719885,-0.46120766,-1.4716903,-0.099415526,0.041221924,-0.9250419,-0.048596088,-0.03965025,-1.2463014,-0.08784745,-0.16155232,-1.3830351,-0.10911769,-0.29740822,-1.434834,-0.12023979,C
0.0,0.0,0.0,-0.26429108,-0.1869714,-0.04355925,-0.45941982,-0.46477944,-0.07691275,-0.61349,-0.6918774,-0.12981825,-0.7842768,-0.8532349,-0.17873965,-0.3003737,-0.9386818,0.112709604,-0.41398236,-1.2351954,0.03170038,-0.5291434,-1.3427768,-0.069674976,-0.64565873,-1.3959378,-0.1390888,-0.19798838,-0.97747076,0.07315383,-0.30979002,-1.3275949,-0.011488628,-0.446997,-1.4417074,-0.11488478,-0.59344345,-1.4658557,-0.18048061,-0.08590014,-0.9696397,0.010137424,-0.17956607,-1.330896,-0.06743174,-0.32835323,-1.4484335,-0.13039578,-0.48110652,-1.4614866,-0.16210334,0.038038533,-0.92205733,-0.062247846,-0.04632043,-1.2422496,-0.119669065,-0.16641954,-1.3793584,-0.14934033,-0.2979679,-1.4303936,-0.16316046,C
0.0,0.0,0.0,-0.26159534,-0.16676192,-0.035000358,-0.4637187,-0.43473443,-0.06395591,-0.6332954,-0.6372105,-0.11567116,-0.80179054,-0.80619925,-0.16250396,-0.30282393,-0.93748266,0.14518994,-0.41112846,-1.2193917,0.094156496,-0.5267359,-1.3258823,0.009697446,-0.65284264,-1.3883947,-0.05552784,-0.20334579,-0.9740634,0.09925231,-0.32603225,-1.2953883,0.040279686,-0.4730187,-1.4085323,-0.055704255,-0.6270658,-1.4372318,-0.122592054,-0.09707633,-0.9684239,0.03000844,-0.19994426,-1.3182949,-0.029502578,-0.3624897,-1.4298813,-0.09167689,-0.5275348,-1.4383137,-0.12844487,0.020229911,-0.92876023,-0.048845746,-0.08506959,-1.2469553,-0.10075561,-0.222594,-1.370276,-0.132747,-0.36240748,-1.3973141,-0.15070367,C
0.0,0.0,0.0,-0.26221868,-0.1644089,-0.030748717,-0.4590701,-0.37916508,-0.070404105,-0.62714803,-0.5562901,-0.13528842,-0.7900668,-0.73218584,-0.194139,-0.34063798,-0.9263191,0.14701828,-0.4641636,-1.1967475,0.08256842,-0.5900372,-1.2852384,-0.014197914,-0.7216882,-1.3223113,-0.08343222,-0.2501891,-0.96325356,0.09771367,-0.38950408,-1.2713255,0.028558223,-0.5354154,-1.3613287,-0.07133931,-0.67705595,-1.3578368,-0.13632196,-0.1545582,-0.9589544,0.025270471,-0.28010666,-1.2841417,-0.025324052,-0.4335756,-1.3738745,-0.0736106,-0.5775608,-1.3604903,-0.100177035,-0.043507885,-0.9137135,-0.058676817,-0.15707342,-1.2150373,-0.09621201,-0.2918783,-1.3321004,-0.115538366,-0.4247451,-1.360849,-0.123277366,C
0.0,0.0,0.0,-0.28700376,-0.15583074,-0.014295501,-0.49548525,-0.37338164,-0.04769542,-0.6711428,-0.5512138,-0.11094786,-0.861348,-0.6883631,-0.17289948,-0.3900533,-0.9058019,0.15631703,-0.53811175,-1.1700318,0.09108184,-0.6682982,-1.2506864,-0.009760637,-0.80574983,-1.2774873,-0.084181175,-0.30065963,-0.9492007,0.092853725,-0.45882827,-1.2487876,0.02136085,-0.61963373,-1.3205305,-0.083924666,-0.7715757,-1.2954473,-0.15648273,-0.2028879,-0.94528896,0.006921356,-0.33715293,-1.2664223,-0.05122523,-0.5069856,-1.3372403,-0.107335724,-0.66353345,-1.310809,-0.1427638,-0.09086346,-0.89670914,-0.08875205,-0.2099565,-1.1942809,-0.13319415,-0.35300282,-1.2908016,-0.15680449,-0.49135694,-1.3023195,-0.1713647,C
